strategy,seed,shell_compromise_rate,core_breached,recovery_downtime,compromise_exposure_cost,total_operational_cost,recovery_count,mean_collapse_index,reinfections,mean_gluing_inconsistency
ghost_random,21260823,0.3725,0,52.5,23.839999999999993,76.33999999999999,21,0.3435163850790593,19,0.2799670646795113
static,21260924,0.9775,0,0.0,62.560000000000045,62.560000000000045,0,0.69295860315408,0,0.019318302947817726
single_rollback,21260924,0.30125,1,112.5,19.28,231.78,45,0.43261302316780437,44,0.2792019111813555
random_e8,21260924,0.29,0,62.5,18.560000000000002,81.06,25,0.35345879141548603,24,0.2798790050100821
ghost_e8,21260924,0.35125,0,52.5,22.47999999999999,74.97999999999999,21,0.324570491400322,19,0.2654485112789515
ghost_d8,21260924,0.34125,0,57.5,21.839999999999986,79.33999999999999,23,0.3211136899941225,20,0.2592419208905896
ghost_random,21260924,0.3325,0,52.5,21.27999999999999,73.77999999999999,21,0.3105198208554264,19,0.2552553796515416
static,21261025,0.97625,1,0.0,62.48000000000005,162.48000000000005,0,0.6881150059911608,0,0.017430268940270135
single_rollback,21261025,0.3025,0,105.0,19.359999999999996,124.36,42,0.4299603053864589,41,0.27898647864847775
random_e8,21261025,0.28,0,55.0,17.92,72.92,22,0.3450210171785766,21,0.26287961630775714
ghost_e8,21261025,0.3325,0,52.5,21.279999999999994,73.78,21,0.3198012400070468,20,0.27240107501723965
ghost_d8,21261025,0.33625,1,50.0,21.519999999999992,171.51999999999998,20,0.32326640242947063,19,0.2673291400138108
ghost_random,21261025,0.31875,0,50.0,20.399999999999988,70.39999999999999,20,0.30739327683996565,17,0.24978309762018733
static,21261126,0.96625,1,0.0,61.840000000000046,161.84000000000003,0,0.6883574887060181,0,0.030608380085261754
single_rollback,21261126,0.28875,0,105.0,18.479999999999993,123.47999999999999,42,0.4243493819715394,41,0.2800793845073494
random_e8,21261126,0.26625,1,62.5,17.040000000000003,179.54000000000002,25,0.3370717624280967,24,0.2489201059349922
ghost_e8,21261126,0.3375,1,50.0,21.59999999999999,171.6,20,0.3141734694930568,19,0.2690772655078566
ghost_d8,21261126,0.32375,0,52.5,20.719999999999985,73.21999999999998,21,0.3210161313532881,20,0.26937590270359046
ghost_random,21261126,0.3625,0,52.5,23.199999999999992,75.69999999999999,21,0.3431810236160197,19,0.29492859410511124
static,21261227,0.95125,1,0.0,60.880000000000045,160.88000000000005,0,0.6741514999216743,0,0.03271566717028955
single_rollback,21261227,0.32375,0,117.5,20.719999999999988,138.22,47,0.4353496404189688,46,0.28081508974983493
random_e8,21261227,0.25875,0,62.5,16.56000000000001,79.06,25,0.3330221288061117,24,0.23875855893093434
ghost_e8,21261227,0.335,0,52.5,21.439999999999987,73.93999999999998,21,0.30894930625707484,19,0.260265056409665
ghost_d8,21261227,0.305,0,50.0,19.520000000000003,69.52000000000001,20,0.30744399249891624,19,0.2592238574548915
ghost_random,21261227,0.31875,0,55.0,20.399999999999988,75.39999999999999,22,0.3073189685430516,21,0.26260585027942973
static,21261328,0.98625,1,0.0,63.12000000000005,163.12000000000006,0,0.6940904388711702,0,0.016600531368728882
single_rollback,21261328,0.29,0,95.0,18.56,113.56,38,0.42171103803872223,37,0.26876239033046284
random_e8,21261328,0.265,0,57.5,16.960000000000004,74.46000000000001,23,0.33446891892840463,21,0.2398764560047681
ghost_e8,21261328,0.3475,0,50.0,22.240000000000002,72.24000000000001,20,0.33040567353755734,18,0.2774709564179476
ghost_d8,21261328,0.31625,0,50.0,20.240000000000006,70.24000000000001,20,0.310920800917656,18,0.2638633380188747
ghost_random,21261328,0.31,0,52.5,19.839999999999996,72.34,21,0.2985915002993557,19,0.2557863808104651
static,21261429,0.95625,1,0.0,61.200000000000045,161.20000000000005,0,0.6848054822310015,0,0.03299937031732307
single_rollback,21261429,0.28625,0,105.0,18.320000000000004,123.32000000000001,42,0.4214996859006663,41,0.27292000387497706
random_e8,21261429,0.2825,0,65.0,18.080000000000002,83.08,26,0.3432346378882063,23,0.25499610875014705
ghost_e8,21261429,0.30125,0,47.5,19.279999999999994,66.78,19,0.2966611474121556,17,0.25121851456113253
ghost_d8,21261429,0.29875,0,47.5,19.119999999999997,66.62,19,0.30251254164114305,17,0.24377985638684496
ghost_random,21261429,0.3325,0,52.5,21.27999999999999,73.77999999999999,21,0.3227733901678986,20,0.27756152850752874
static,21261530,0.9425,1,0.0,60.32000000000004,160.32000000000005,0,0.6741735631497625,0,0.03137611672335679
single_rollback,21261530,0.2925,0,97.5,18.72,116.22,39,0.4206790212894831,38,0.2698380835152209
random_e8,21261530,0.28125,0,62.5,18.0,80.5,25,0.36307306154684016,23,0.2580931763145735
ghost_e8,21261530,0.305,1,45.0,19.52,164.51999999999998,18,0.3058037214328239,16,0.26346181568759314
ghost_d8,21261530,0.3225,1,50.0,20.63999999999999,170.64,20,0.315883477802934,18,0.2644079598204985
ghost_random,21261530,0.32875,0,52.5,21.039999999999996,73.53999999999999,21,0.3192474457791785,20,0.2662953779100294
static,21261631,0.9775,1,0.0,62.560000000000045,162.56000000000006,0,0.6877131837130623,0,0.0224333026620394
single_rollback,21261631,0.29625,0,100.0,18.959999999999994,118.96,40,0.4213648362235295,39,0.2686706000979075
random_e8,21261631,0.26125,0,55.0,16.720000000000006,71.72,22,0.3167417806496797,20,0.22783505727375247
ghost_e8,21261631,0.32125,0,52.5,20.559999999999988,73.05999999999999,21,0.31112488292836743,18,0.2642811383662904
ghost_d8,21261631,0.33375,0,52.5,21.359999999999996,73.86,21,0.3208402210455634,20,0.26690625868270856
ghost_random,21261631,0.32625,0,52.5,20.879999999999995,73.38,21,0.3118560426203884,19,0.2518756677470878
static,21261732,0.98,1,0.0,62.72000000000004,162.72000000000003,0,0.6900404896683692,0,0.0234739809571175
single_rollback,21261732,0.32125,1,117.5,20.559999999999995,238.06,47,0.43877871836201865,46,0.2850988558135134
random_e8,21261732,0.2825,1,70.0,18.080000000000002,188.07999999999998,28,0.3567070631933692,27,0.25716180524679394
ghost_e8,21261732,0.32375,0,57.5,20.719999999999988,78.21999999999998,23,0.31398643861933534,22,0.27280722415201153
ghost_d8,21261732,0.3275,0,47.5,20.95999999999999,68.46,19,0.31862702330947296,18,0.2666184843554204
ghost_random,21261732,0.36,1,50.0,23.039999999999992,173.04,20,0.3386828062582131,19,0.28392636962665974
static,21261833,0.95,1,0.0,60.80000000000005,160.80000000000004,0,0.6832744178127906,0,0.048588114400660416
single_rollback,21261833,0.2975,0,107.5,19.039999999999996,126.53999999999999,43,0.42672161053808066,42,0.2825321677040767
random_e8,21261833,0.285,1,60.0,18.239999999999995,178.24,24,0.3459484575814752,22,0.2694481876927766
ghost_e8,21261833,0.355,0,52.5,22.71999999999999,75.22,21,0.3337131663128443,20,0.2835105801257306
ghost_d8,21261833,0.315,0,47.5,20.16,67.66,19,0.31175804093830556,16,0.2650328487627749
ghost_random,21261833,0.3275,1,55.0,20.959999999999987,175.95999999999998,22,0.32042220782853015,19,0.26940680555828167
static,21261934,0.94625,1,0.0,60.560000000000045,160.56000000000006,0,0.6747157381885619,0,0.02984108595201548
single_rollback,21261934,0.3075,0,120.0,19.679999999999986,139.67999999999998,48,0.4346115270946783,47,0.2925348340852676
random_e8,21261934,0.26875,1,60.0,17.200000000000006,177.2,24,0.3344513457024807,22,0.2556042096996723
ghost_e8,21261934,0.24375,1,35.0,15.60000000000001,150.60000000000002,14,0.2582229638782065,9,0.22303099950092836
ghost_d8,21261934,0.2975,0,45.0,19.040000000000003,64.04,18,0.3072861427916987,15,0.2562350960374767
ghost_random,21261934,0.2825,0,40.0,18.080000000000005,58.080000000000005,16,0.28132951801556116,12,0.2398162273213325
static,21262035,0.98375,1,0.0,62.96000000000004,162.96000000000004,0,0.695370420203288,0,0.02241356235113765
single_rollback,21262035,0.29125,0,120.0,18.63999999999999,138.64,48,0.4282914227475355,47,0.28645039747713663
random_e8,21262035,0.27125,0,60.0,17.360000000000007,77.36000000000001,24,0.34705201997276885,22,0.24160368619263964
ghost_e8,21262035,0.33625,0,50.0,21.519999999999992,71.52,20,0.31843857502733325,19,0.26984148140315317
ghost_d8,21262035,0.31,0,47.5,19.84,67.34,19,0.31727277483518546,17,0.2717941147813572
ghost_random,21262035,0.325,1,47.5,20.79999999999999,168.29999999999998,19,0.3240561148933465,16,0.26176168076142675
static,21262136,0.98875,1,0.0,63.280000000000044,163.28000000000003,0,0.6946421148295887,0,0.01350549280557507
single_rollback,21262136,0.29,0,105.0,18.56,123.56,42,0.421144777883417,41,0.26762086063878154
random_e8,21262136,0.27625,0,55.0,17.679999999999996,72.67999999999999,22,0.33544351758258123,19,0.24218113905995584
ghost_e8,21262136,0.285,1,45.0,18.24,163.24,18,0.29046924054533796,14,0.23722885312759343
ghost_d8,21262136,0.31,0,47.5,19.839999999999996,67.34,19,0.3073903126071238,16,0.24551440009961198
ghost_random,21262136,0.3375,0,52.5,21.599999999999994,74.1,21,0.3091237578244571,19,0.2538842073645973
static,21262237,0.9875,1,0.0,63.200000000000045,163.20000000000005,0,0.6897036888522209,0,0.012670614359383374
single_rollback,21262237,0.3075,1,110.0,19.679999999999993,229.68,44,0.4261301135928823,43,0.26617325337237496
random_e8,21262237,0.3,0,57.5,19.2,76.7,23,0.3578084552175569,22,0.258335146802219
ghost_e8,21262237,0.3625,0,52.5,23.19999999999999,75.69999999999999,21,0.33461976558925144,19,0.2768561941497743
ghost_d8,21262237,0.3225,0,50.0,20.639999999999986,70.63999999999999,20,0.31732111061509644,17,0.2622462719418073
ghost_random,21262237,0.34125,0,57.5,21.839999999999975,79.33999999999997,23,0.32141453183773505,21,0.2687790892326862
static,21262338,0.9875,1,0.0,63.200000000000045,163.20000000000005,0,0.6941119346294582,0,0.018042615095757383
single_rollback,21262338,0.2825,0,102.5,18.080000000000005,120.58000000000001,41,0.4150129199602513,40,0.26226972853847047
random_e8,21262338,0.30375,1,60.0,19.439999999999994,179.44,24,0.36519745416988647,23,0.2577272491127258
ghost_e8,21262338,0.3425,1,50.0,21.91999999999998,171.92,20,0.32530591469380815,18,0.27541111052284967
ghost_d8,21262338,0.30625,1,52.5,19.599999999999994,172.1,21,0.3046046787766102,19,0.23649213975991232
ghost_random,21262338,0.315,0,50.0,20.159999999999993,70.16,20,0.3094172834679368,19,0.26555344286418586
static,21262439,0.96625,1,0.0,61.840000000000046,161.84000000000003,0,0.6850832148962609,0,0.02645010075353317
single_rollback,21262439,0.29,0,112.5,18.560000000000002,131.06,45,0.42310874684193556,44,0.27825171785227265
random_e8,21262439,0.29,0,62.5,18.560000000000002,81.06,25,0.3485496463654057,24,0.2586805951106807
ghost_e8,21262439,0.3575,0,52.5,22.87999999999999,75.38,21,0.32715938398838823,20,0.2781134223790054
ghost_d8,21262439,0.34375,0,57.5,21.99999999999999,79.49999999999999,23,0.3245516629141726,21,0.26299371166774377
ghost_random,21262439,0.335,0,47.5,21.439999999999998,68.94,19,0.3152325202505244,17,0.25608012702992694
static,21262540,0.97125,1,0.0,62.160000000000046,162.16000000000005,0,0.6905283651190893,0,0.028348635761995554
single_rollback,21262540,0.31125,0,107.5,19.919999999999998,127.42,43,0.4365946845475499,42,0.2823199289074452
random_e8,21262540,0.28,0,62.5,17.920000000000005,80.42,25,0.34774254653698944,23,0.23759355937777876
ghost_e8,21262540,0.30875,0,45.0,19.759999999999998,64.75999999999999,18,0.3023027135365612,14,0.25878017037462087
ghost_d8,21262540,0.3075,0,45.0,19.680000000000003,64.68,18,0.3150376804566719,14,0.26232383322678154
ghost_random,21262540,0.345,1,47.5,22.079999999999988,169.57999999999998,19,0.32388895488532077,16,0.2781341312707144
static,21262641,0.95375,1,0.0,61.04000000000004,161.04000000000005,0,0.6824229421203347,0,0.030844325293913587
single_rollback,21262641,0.30125,0,112.5,19.28,131.78,45,0.4344760248555061,44,0.291865008449371
random_e8,21262641,0.27875,0,60.0,17.840000000000003,77.84,24,0.33931284295005737,22,0.2427367826386784
ghost_e8,21262641,0.36875,0,52.5,23.59999999999999,76.1,21,0.33099520421249273,19,0.2772028391963434
ghost_d8,21262641,0.32625,0,47.5,20.87999999999999,68.38,19,0.31961603535474675,16,0.26387392688418565
ghost_random,21262641,0.3325,0,52.5,21.279999999999987,73.77999999999999,21,0.3164120676005852,19,0.2699156060152351
static,21262742,0.9675,1,0.0,61.920000000000044,161.92000000000004,0,0.6850526406163259,0,0.021704059172572596
single_rollback,21262742,0.31625,1,112.5,20.23999999999999,232.73999999999998,45,0.43457558546816194,44,0.2727372460606001
random_e8,21262742,0.26625,1,57.5,17.040000000000006,174.54000000000002,23,0.33665286236806635,20,0.2420481606015349
ghost_e8,21262742,0.3825,0,55.0,24.47999999999999,79.47999999999999,22,0.3501838628835351,20,0.294432211015539
ghost_d8,21262742,0.2925,0,42.5,18.719999999999995,61.22,17,0.2937732362720846,13,0.22916514905397128
ghost_random,21262742,0.325,0,50.0,20.799999999999997,70.8,20,0.30909358354324096,19,0.27278284053632207
static,21262843,0.9725,1,0.0,62.240000000000045,162.24000000000004,0,0.6889371945748795,0,0.020075657923710945
single_rollback,21262843,0.32125,1,120.0,20.55999999999999,240.56,48,0.4431989763762479,47,0.28661866549424375
random_e8,21262843,0.285,0,60.0,18.239999999999995,78.24,24,0.3455632023901203,22,0.25076465568326073
ghost_e8,21262843,0.32875,0,45.0,21.040000000000006,66.04,18,0.3181653369739382,15,0.2725841804908042
ghost_d8,21262843,0.30875,0,42.5,19.759999999999998,62.26,17,0.3155259364519019,13,0.25956014429662755
ghost_random,21262843,0.33375,1,50.0,21.359999999999996,171.36,20,0.30990569997905015,16,0.2567671309786078
static,21262944,0.975,1,0.0,62.40000000000004,162.40000000000003,0,0.6892902780976904,0,0.024927705696962718
single_rollback,21262944,0.31,0,102.5,19.84,122.34,41,0.43205964366447025,40,0.27701554931990946
random_e8,21262944,0.29375,1,65.0,18.799999999999994,183.8,26,0.36011143512211274,25,0.2556618166810624
ghost_e8,21262944,0.39125,0,57.5,25.039999999999992,82.53999999999999,23,0.34469022448591013,22,0.2825021117306029
ghost_d8,21262944,0.31625,0,50.0,20.239999999999988,70.23999999999998,20,0.3115748196186557,17,0.2644024860439066
ghost_random,21262944,0.3475,0,50.0,22.239999999999988,72.23999999999998,20,0.33006173282122064,18,0.29679270250717577
static,21263045,0.97375,1,0.0,62.32000000000004,162.32000000000005,0,0.6871365301181129,0,0.02135554464211614
single_rollback,21263045,0.29375,0,102.5,18.800000000000004,121.30000000000001,41,0.4252156430805346,40,0.280193235629112
random_e8,21263045,0.27875,0,52.5,17.84,70.34,21,0.3350193416585478,19,0.24092622845672867
ghost_e8,21263045,0.34,0,52.5,21.759999999999998,74.25999999999999,21,0.3061026924292509,20,0.2483172151135724
ghost_d8,21263045,0.30625,0,47.5,19.599999999999987,67.1,19,0.3051232781327761,16,0.24659867083358403
ghost_random,21263045,0.35375,1,47.5,22.639999999999983,170.14,19,0.3269422584040501,17,0.2760767532542797
static,21263146,0.97625,1,0.0,62.48000000000005,162.48000000000005,0,0.6862580345203889,0,0.013206331796031298
single_rollback,21263146,0.2975,0,110.0,19.040000000000003,129.04,44,0.4282606347150115,43,0.28433604164357273
random_e8,21263146,0.2775,1,62.5,17.76,180.26,25,0.3517187122116183,24,0.2625960035636003
ghost_e8,21263146,0.3925,0,55.0,25.119999999999983,80.11999999999998,22,0.354295961110962,21,0.3041299628346907
ghost_d8,21263146,0.35625,0,52.5,22.79999999999998,75.29999999999998,21,0.34212227451239585,18,0.29238800638520773
ghost_random,21263146,0.325,0,50.0,20.800000000000004,70.80000000000001,20,0.3103010380350452,16,0.25827320672091447
static,21263247,0.9675,1,0.0,61.920000000000044,161.92000000000004,0,0.6867044877384736,0,0.022538683316708767
single_rollback,21263247,0.295,1,102.5,18.879999999999992,221.38,41,0.42488799420700146,40,0.2703226680516416
random_e8,21263247,0.28,0,62.5,17.92,80.42,25,0.3482693368721889,24,0.2609696231620764
ghost_e8,21263247,0.33,0,47.5,21.119999999999987,68.61999999999999,19,0.31389777965633886,18,0.271424031856874
ghost_d8,21263247,0.28625,0,45.0,18.319999999999997,63.31999999999999,18,0.30614094922556395,17,0.2658710381456777
ghost_random,21263247,0.3025,0,45.0,19.35999999999999,64.35999999999999,18,0.30031992840658667,16,0.2571365137073593
static,21263348,0.9675,0,0.0,61.920000000000044,61.920000000000044,0,0.6874957728996912,0,0.02802391869912624
single_rollback,21263348,0.28875,0,100.0,18.479999999999993,118.47999999999999,40,0.422383184262729,39,0.27609127645754983
random_e8,21263348,0.27375,0,62.5,17.520000000000003,80.02000000000001,25,0.3381846988274804,23,0.24889213855811168
ghost_e8,21263348,0.3625,0,47.5,23.199999999999985,70.69999999999999,19,0.335369093536314,17,0.27376093600281926
ghost_d8,21263348,0.3225,1,50.0,20.639999999999997,170.64,20,0.3311730654695529,18,0.2842729567701206
ghost_random,21263348,0.3125,0,45.0,20.0,65.0,18,0.3176349079939926,15,0.26961497319872413
static,21263449,0.97625,1,0.0,62.48000000000005,162.48000000000005,0,0.6903135120640421,0,0.02143048395255027
single_rollback,21263449,0.30375,0,110.0,19.439999999999998,129.44,44,0.4315164326900876,42,0.27813190350153727
random_e8,21263449,0.2875,1,60.0,18.400000000000002,178.4,24,0.3541241319212275,21,0.2580044246205235
ghost_e8,21263449,0.295,0,47.5,18.87999999999999,66.38,19,0.2969789406410574,16,0.2540276273091615
ghost_d8,21263449,0.28,0,42.5,17.92,60.42,17,0.2941610397017821,12,0.24305942484417364
ghost_random,21263449,0.315,0,47.5,20.159999999999993,67.66,19,0.3131045090398882,17,0.2774779140301872
static,21263550,0.965,1,0.0,61.76000000000004,161.76000000000005,0,0.6847743123672768,0,0.021202372068300012
single_rollback,21263550,0.29,1,117.5,18.56,236.06,47,0.42319499724178317,46,0.27413841518051374
random_e8,21263550,0.2775,1,65.0,17.760000000000005,182.76,26,0.3499836468373234,24,0.2503093806776889
ghost_e8,21263550,0.36875,1,50.0,23.599999999999984,173.59999999999997,20,0.3306615551351559,18,0.27322931957139374
ghost_d8,21263550,0.30125,0,52.5,19.28,71.78,21,0.3090489451064864,18,0.2540033569709853
ghost_random,21263550,0.35375,1,52.5,22.639999999999997,175.14,21,0.32836340959790744,20,0.27738200956015996
static,21263651,0.9825,1,0.0,62.880000000000045,162.88000000000005,0,0.6939311062498058,0,0.01894999563421515
single_rollback,21263651,0.31,1,117.5,19.839999999999982,237.33999999999997,47,0.4327249377273917,46,0.27096142207943524
random_e8,21263651,0.3,0,62.5,19.199999999999992,81.69999999999999,25,0.3548310221984486,24,0.27048932957855776
ghost_e8,21263651,0.31125,0,50.0,19.91999999999999,69.91999999999999,20,0.29424083259780864,17,0.25263196738250876
ghost_d8,21263651,0.29875,0,50.0,19.119999999999987,69.11999999999999,20,0.2913216565274521,17,0.2481476483479069
ghost_random,21263651,0.35625,1,60.0,22.8,182.8,24,0.32570720370937983,23,0.27686635319664993
static,21263752,0.95625,1,0.0,61.200000000000045,161.20000000000005,0,0.6774629024675802,0,0.029609336071570645
single_rollback,21263752,0.30875,0,105.0,19.760000000000005,124.76,42,0.4296406436771776,41,0.28135944850875666
random_e8,21263752,0.2675,0,62.5,17.120000000000005,79.62,25,0.3285896479823298,24,0.24343374583623067
ghost_e8,21263752,0.3275,1,50.0,20.95999999999999,170.95999999999998,20,0.31830290059861666,18,0.2867113627096261
ghost_d8,21263752,0.3175,1,45.0,20.320000000000004,165.32,18,0.31524693514840146,17,0.2673459430702449
ghost_random,21263752,0.33625,0,52.5,21.519999999999996,74.02,21,0.3171971050211878,20,0.2622175773605149
static,21263853,0.9875,1,0.0,63.200000000000045,163.20000000000005,0,0.6933865665839656,0,0.01584923603896444
single_rollback,21263853,0.27125,0,107.5,17.360000000000007,124.86000000000001,43,0.4068665780937131,42,0.25422128385680964
random_e8,21263853,0.31,0,67.5,19.839999999999986,87.33999999999999,27,0.36126299601159034,26,0.26287238614886665
ghost_e8,21263853,0.31375,0,50.0,20.07999999999999,70.07999999999998,20,0.311387528767704,19,0.2669228182936231
ghost_d8,21263853,0.3325,0,47.5,21.27999999999999,68.77999999999999,19,0.3185092909440779,16,0.2650863893624816
ghost_random,21263853,0.30875,1,45.0,19.759999999999998,164.76,18,0.29454566860837866,16,0.2293171318130355
static,21263954,0.9675,0,0.0,61.920000000000044,61.920000000000044,0,0.6913364610959589,0,0.034308183919305915
single_rollback,21263954,0.31125,0,117.5,19.919999999999987,137.42,47,0.44030859178824877,46,0.29087132174649194
random_e8,21263954,0.2775,0,67.5,17.76000000000001,85.26,27,0.3358844915719925,25,0.24518418785888543
ghost_e8,21263954,0.29625,1,45.0,18.959999999999997,163.95999999999998,18,0.2896433336460356,13,0.2380549938439944
ghost_d8,21263954,0.315,0,50.0,20.159999999999986,70.15999999999998,20,0.3187596715536397,17,0.26820894465343953
ghost_random,21263954,0.34625,0,57.5,22.15999999999999,79.66,23,0.3214875838605661,21,0.27261506530065316
static,21264055,0.95875,1,0.0,61.36000000000005,161.36000000000004,0,0.6852494464193571,0,0.0421690946085683
single_rollback,21264055,0.29375,0,102.5,18.800000000000004,121.30000000000001,41,0.4181274579926596,40,0.2613364977282834
random_e8,21264055,0.30875,1,65.0,19.759999999999998,184.76,26,0.37691305063480324,25,0.28882547662672176
ghost_e8,21264055,0.32625,0,52.5,20.879999999999995,73.38,21,0.31972213191361615,19,0.2756077153557697
ghost_d8,21264055,0.3225,0,47.5,20.639999999999997,68.14,19,0.3138530232382517,17,0.26147344251994964
ghost_random,21264055,0.33625,1,52.5,21.51999999999999,174.01999999999998,21,0.3192680522612276,20,0.28074359518872505
static,21264156,0.96625,1,0.0,61.840000000000046,161.84000000000003,0,0.6790948133089962,0,0.018851279559206104
single_rollback,21264156,0.32625,0,112.5,20.879999999999995,133.38,45,0.4388639688184737,44,0.2820179466965921
random_e8,21264156,0.27875,1,65.0,17.840000000000003,182.84,26,0.3435598990597986,24,0.2571594855800678
ghost_e8,21264156,0.34125,0,55.0,21.83999999999999,76.83999999999999,22,0.309134107708569,21,0.256584810650531
ghost_d8,21264156,0.35125,0,57.5,22.479999999999986,79.97999999999999,23,0.32929342313955673,22,0.2693597445610056
ghost_random,21264156,0.3175,1,52.5,20.31999999999999,172.82,21,0.30192578619872446,20,0.24586974327978528
static,21264257,0.9875,1,0.0,63.200000000000045,163.20000000000005,0,0.6935690560822972,0,0.012042669903596797
single_rollback,21264257,0.3075,1,115.0,19.679999999999986,234.67999999999998,46,0.4327947112093137,45,0.2758128558502635
random_e8,21264257,0.265,0,57.5,16.960000000000004,74.46000000000001,23,0.3337710878393992,21,0.2484923554894099
ghost_e8,21264257,0.36625,0,60.0,23.43999999999998,83.43999999999998,24,0.3296938229527128,23,0.2794414966334858
ghost_d8,21264257,0.3475,1,55.0,22.23999999999999,177.24,22,0.33135326277190275,18,0.27532815098286617
ghost_random,21264257,0.31875,0,50.0,20.399999999999995,70.39999999999999,20,0.3119572261391206,19,0.26844056982346204
static,21264358,0.97125,1,0.0,62.160000000000046,162.16000000000005,0,0.6855864428123624,0,0.015973198700102154
single_rollback,21264358,0.29125,0,105.0,18.640000000000004,123.64,42,0.41841008230557597,41,0.25851637240264475
random_e8,21264358,0.28,1,57.5,17.919999999999998,175.42000000000002,23,0.3506515343027573,22,0.25072042853287363
ghost_e8,21264358,0.35,0,45.0,22.399999999999995,67.39999999999999,18,0.3268339108363948,15,0.2604916135905301
ghost_d8,21264358,0.345,0,55.0,22.079999999999995,77.08,22,0.32344083582505867,21,0.2620946046209516
ghost_random,21264358,0.3425,1,52.5,21.919999999999987,174.42,21,0.3308563004317293,19,0.2853318984178995
static,21264459,0.97875,1,0.0,62.64000000000004,162.64000000000004,0,0.6928369455796747,0,0.02025720137129865
single_rollback,21264459,0.30625,0,110.0,19.6,129.6,44,0.4369627349987953,43,0.2867673986287975
random_e8,21264459,0.2875,1,62.5,18.400000000000002,180.9,25,0.3555979814949856,24,0.2723544112649138
ghost_e8,21264459,0.34375,0,47.5,21.999999999999993,69.5,19,0.33728193702201553,17,0.2873721232280324
ghost_d8,21264459,0.27875,1,47.5,17.840000000000003,165.34,19,0.2977968507177139,17,0.2497296925091347
ghost_random,21264459,0.345,0,45.0,22.07999999999998,67.07999999999998,18,0.33970376075398123,16,0.2941381450289866
static,21264560,0.97,1,0.0,62.08000000000004,162.08000000000004,0,0.6863397666272761,0,0.018696640793005523
single_rollback,21264560,0.3175,0,110.0,20.319999999999997,130.32,44,0.43933679947129306,43,0.2815038978942057
random_e8,21264560,0.26375,0,57.5,16.88000000000001,74.38000000000001,23,0.32823362635390113,21,0.24123228823430726
ghost_e8,21264560,0.32375,1,47.5,20.71999999999999,168.22,19,0.31954904866523004,17,0.2657652294754703
ghost_d8,21264560,0.33,0,55.0,21.119999999999994,76.11999999999999,22,0.33072650118904984,21,0.2839264914476157
ghost_random,21264560,0.3225,0,47.5,20.64,68.14,19,0.32067571756917124,18,0.2715750724760548
static,21264661,0.9825,1,0.0,62.880000000000045,162.88000000000005,0,0.6899548435948211,0,0.013710548682406145
single_rollback,21264661,0.285,0,107.5,18.240000000000002,125.74000000000001,43,0.4149452362515776,42,0.2594802537685491
random_e8,21264661,0.2725,0,60.0,17.44000000000001,77.44000000000001,24,0.33534102914792585,22,0.25080767417269567
ghost_e8,21264661,0.31375,1,47.5,20.079999999999995,167.57999999999998,19,0.31727453411631534,15,0.26412390703425703
ghost_d8,21264661,0.3225,1,52.5,20.63999999999999,173.14,21,0.31557240373176093,19,0.2630688902371537
ghost_random,21264661,0.33875,0,52.5,21.679999999999996,74.17999999999999,21,0.32864461441256454,19,0.2785806740538902
static,22260722,0.975,1,0.0,62.40000000000004,162.40000000000003,0,0.6922813240637532,0,0.023041413106764535
single_rollback,22260722,0.2925,1,115.0,18.719999999999995,233.72,46,0.42423496507800346,45,0.2683275021137533
random_e8,22260722,0.29625,0,62.5,18.959999999999997,81.46,25,0.3634581861268282,22,0.2637695913383216
ghost_e8,22260722,0.29875,0,50.0,19.12,69.12,20,0.29369827927238285,16,0.2463350764928017
ghost_d8,22260722,0.3,0,50.0,19.199999999999996,69.19999999999999,20,0.3072533675842459,17,0.2550938754354357
ghost_random,22260722,0.28125,0,45.0,17.999999999999993,62.99999999999999,18,0.28526571526867706,14,0.24006356616511204
static,22260823,0.99625,1,0.0,63.76000000000005,163.76000000000005,0,0.694920876075029,0,0.007305531281111446
single_rollback,22260823,0.29625,1,102.5,18.959999999999997,221.45999999999998,41,0.42608817667455773,40,0.27823386688427687
random_e8,22260823,0.29125,1,62.5,18.639999999999993,181.14,25,0.3552822342396984,24,0.2610164865457662
ghost_e8,22260823,0.3375,0,55.0,21.59999999999999,76.6,22,0.31408372269556034,21,0.26783333529147235
ghost_d8,22260823,0.3425,0,52.5,21.919999999999998,74.42,21,0.3320144151943269,19,0.2672535605235167
ghost_random,22260823,0.3125,0,52.5,20.0,72.5,21,0.3102279005225842,18,0.2630774760092162
static,22260924,0.95625,1,0.0,61.200000000000045,161.20000000000005,0,0.681788459589229,0,0.02814628398082826
single_rollback,22260924,0.3,0,117.5,19.200000000000003,136.7,47,0.42501676706725583,46,0.2652557394916509
random_e8,22260924,0.32625,0,65.0,20.88,85.88,26,0.36267839402802493,25,0.2673157067693737
ghost_e8,22260924,0.3775,1,55.0,24.159999999999993,179.16,22,0.3402510157533047,21,0.2807113194162594
ghost_d8,22260924,0.28375,1,45.0,18.159999999999997,163.16,18,0.2989411633962665,15,0.2508405688129008
ghost_random,22260924,0.36,0,55.0,23.039999999999996,78.03999999999999,22,0.33648054146611855,20,0.2733267525757187
static,22261025,0.97875,0,0.0,62.64000000000004,62.64000000000004,0,0.684983311412202,0,0.011640383944078736
single_rollback,22261025,0.30625,0,107.5,19.599999999999998,127.1,43,0.42596220631973514,42,0.2697010683285049
